OBJECTID,TRAFFICCLOSURESID,CLOSURE_TYPE,STREET_NAME,STREET_FROM,STREET_TO,DATE_FROM,DATE_TO,REASON,STATUS,CLOSURE_SCHEDULED,DETAILS,DETOUR,ORGANIZATION,CONTACT,WATER,TIME,INSTRUCTIONS,INSTRUCTION_TEXT,UPDATES,CREATE_DATE,CREATE_BY,UPDATE_DATE,UPDATE_BY,STATUS_DATE,ALTERNATE_CONTACT,DOWNTOWN,MAP_CLASS,Shape__Length
314657,146154,Road,CONESTOGA PKY(HWY 7/8) WAT BND HWY,C_PKY WAT ONRAMP,C_PKY WAT OFFRAMP,4/20/2022 11:12:54 PM,4/21/2022 11:12:54 PM,Watermain Break,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,,1460.51550911284
314658,146394,Road,VICTORIA ST N,HERMIE PL,LANCASTER ST W,5/11/2022 1:57:45 PM,5/12/2022 1:57:45 PM,Watermain Break,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,,65.1792856363358
314659,146514,Road,WESTWOOD DR,HUNTINGTON PL,GALLARNO CRT,5/25/2022 7:15:24 AM,5/26/2022 7:15:24 AM,Watermain Break,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,,273.879893750547
314660,146414,Road,HAZELGLEN DR,DALEGROVE DR,MARKWOOD DR,5/16/2022 2:02:14 PM,5/17/2022 2:02:14 PM,Watermain Break,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,,431.157424592573
314662,263506,Intersection,GREENFIELD AVE,FRANKLIN ST S,FRANKLIN ST S,6/7/2022 4:00:00 AM,9/2/2022 4:00:00 AM,Road Reconstruction,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Licinio Costa PM - 519-741-2200 x7132,N,,135.325321657013
314663,263515,Road,MILL ST,SPADINA RD E,QUEEN ST S,6/6/2022 4:00:00 AM,6/7/2022 4:00:00 AM,Road Resurfacing,Closed,Completed,1 day of work tentative June 6 or 7th weather dependent,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Rob Trussler PM 519-741-2200 x7605,N,,679.788380797016
314664,263524,Road,KINGSWOOD DR,ALPINE RD,BLOCK LINE RD,6/13/2022 4:00:00 AM,6/17/2022 4:00:00 AM,Road Resurfacing,Closed,Completed,3 day closure - tentative dates within the week weather dependent,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Rob Trussler 519-741-2200 x7605,N,,692.447371096047
314961,263599,Road,WELLINGTON ST N,LANCASTER ST W,ST LEGER ST,6/2/2022 4:00:00 AM,6/2/2022 4:00:00 AM,Watermain Break,Closed,Completed,full closure until further notice,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,309.627661508331
314962,263651,Road,QUEEN ST S,JOSEPH ST,COURTLAND AVE E,6/11/2022 4:00:00 AM,6/11/2022 4:00:00 AM,Crane operation,Closed,Completed,1 day full closure of Queen St S local traffic maintained for resident access,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,237.404079270023
314963,263662,Road,WATER ST S,KING ST W,HALLS LANE W,7/6/2022 4:00:00 AM,7/7/2022 4:00:00 AM,Utility Work,Partially Closed,Completed,west sidewalk closure and Monday to Friday daytime bike lane closure (June 17 bike lane open),,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,47.1541680199213
315281,263717,Road,ONTARIO ST S,CHARLES ST W,JOSEPH ST,6/8/2022 4:00:00 AM,6/8/2022 4:00:00 AM,Other,Lane Reduced,Completed,1 day flagging operations two way traffic maintained during test pit investigations,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Brent Garcia PM 519-741-2200 x7140,Y,,101.272818472812
315601,263877,Road,CEDAR ST S,CHARLES ST E,KING ST E,6/7/2022 4:00:00 AM,6/9/2022 4:00:00 AM,Utility Work,Closed,Completed,3 day closure Northbound Cedar St only - daytime closure only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,76.9825738419881
315602,263886,Road,QUEENS BLVD,BELMONT AVE W,HAHN PL,6/8/2022 4:00:00 AM,6/8/2022 4:00:00 AM,Utility Work,Lane Reduced,Completed,1 day lane closures two way traffic maintained work at 1080 gas service installation,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,34.1392450369938
315921,146034,Road,GLEN AVON CRES,FORESTWOOD DR,FORESTWOOD DR,4/9/2022 1:19:23 PM,4/10/2022 1:19:23 PM,Watermain Break,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,,392.988524693062
315922,263975,Road,ELM RIDGE DR,HICKORY HEIGHTS CRES,HICKORY HEIGHTS CRES,6/8/2022 4:00:00 AM,6/8/2022 4:00:00 AM,Road Repair,Closed,Completed,1 day closure local traffic only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,361.899315592258
315923,264012,Road,STIRLING AVE S,RUSSEL ST,MAUSSER AVE,6/13/2022 4:00:00 AM,6/16/2022 4:00:00 AM,Road Resurfacing,Closed,Completed,closure for road resurfacing,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Rob Trussler PM 519-741-2200 x7605,N,,571.416637905476
315924,264029,Road,HIGHLAND RD E,STIRLING AVE S,STIRLING AVE S,6/13/2022 4:00:00 AM,6/16/2022 4:00:00 AM,Road Resurfacing,Closed,Completed,2 day closure weather dependent,via Heiman Ave /or Spadina R to Mil St,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Rob Trussler PM 519-741-2200 x7605,N,,184.576281048777
316241,264158,Road,JUBILEE DR,WATER ST S,DAVID ST,6/17/2022 4:00:00 AM,6/17/2022 4:00:00 AM,Special Event,Closed,Completed,1 DAY CLOSURE 9 A.M TO 11 P.M.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,177.639626667899
316242,264167,Road,KING ST E,CEDAR ST N,SCOTT ST,6/12/2022 4:00:00 AM,6/12/2022 4:00:00 AM,Special Event,Closed,Completed,1 day closure 8am to 11 pm,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,237.259415866281
316243,264176,Road,EBY ST N,KING ST E,MARKET LANE,6/12/2022 4:00:00 AM,6/12/2022 4:00:00 AM,Special Event,Closed,Completed,1 day closure 8 am to 11 pm,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,60.8475751858331
316244,264196,Road,MORRISON RD,MANOR DR,KING ST E,6/8/2022 4:00:00 AM,6/9/2022 4:00:00 AM,Water Repair,Lane Reduced,Completed,two way traffic maintained,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,311.098313039715
316245,264204,Road,OVERLEA DR,EAGEN DR,KELLY DR,6/14/2022 4:00:00 AM,6/15/2022 4:00:00 AM,Storm work,Closed,Completed,2 day closure work at 186 & 210 Overlea Dr,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,213.130935948115
316561,264572,Road,KING ST W,YOUNG ST,QUEEN ST N,6/18/2022 4:00:00 AM,6/19/2022 4:00:00 AM,Special Event,Closed,Completed,road closure 10 am June 18 to 4 am June 19 2022,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,260.211696285502
316562,264582,Road,HILLCREST CRT,HILLCREST LANE,HILLCREST LANE,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closure for special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,97.5675155996376
316563,264590,Road,FAIRFIELD AVE,EDWIN ST,BOEHMER ST,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closure special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,58.893545187863
316565,264599,Road,GOUNDRY CRES,ERINBROOK DR,RITTENHOUSE RD,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,198.596248616803
316566,264607,Road,SAMUEL ST,FAIRVIEW AVE,STIRLING AVE N,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,54.8763135858891
316567,264615,Road,SIMEON ST,CHAPEL ST,BRUBACHER ST,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,131.455811505594
316568,264623,Road,DILL ST,DAVID ST,END,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,96.416414312997
316569,264631,Road,CLIVE RD,BRENTWOOD AVE,FAIRMOUNT RD,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,162.215740715207
316570,264639,Road,VINTAGE CRES,PIONEER DR,PIONEER DR,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,448.244885923262
316571,264647,Road,MARKETA CRES,SMETANA DR,END,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,127.32281423822
316572,264655,Road,BAIRD AVE,BETTLEY CRES,BETTLEY CRES,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,126.621917415831
316573,264663,Road,FORFAR CRT,FORFAR AVE,END,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,28.5719411315503
316574,264671,Road,COUNTRY CLAIR PL,COUNTRY CLAIR ST,END,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,65.9927138464064
316575,264679,Road,AVONDALE AVE,UNION BLVD,CLAREMONT AVE,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,188.554527184932
316576,264687,Road,PATTANDON AVE,OLYMPIC DR,OTTAWA ST S,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,321.944379468136
316578,264698,Road,OSWEGO CRT,GEORGIAN ST,END,6/18/2022 4:00:00 AM,6/18/2022 4:00:00 AM,Special Event,Closed,Completed,road closed special event Neighbours Day,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,87.1436781638726
316579,264724,Road,SOPHIA CRES,CORSICA ST,WOODBINE AVE,7/2/2022 4:00:00 AM,7/2/2022 4:00:00 AM,Special Event,Closed,Completed,road closure special event 1 to 8 p.m,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,579.135999228758
316580,264732,Road,TANGLEWOOD AVE,BURLINGTON DR,MANCHESTER RD,7/1/2022 4:00:00 AM,7/1/2022 4:00:00 AM,Special Event,Closed,Completed,closure for special event 3 pm to midnight,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,295.045769884331
316581,264743,Road,WHITNEY PL,CEDAR ST S,PETER ST,6/13/2022 4:00:00 AM,6/17/2022 4:00:00 AM,Site Servicing,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,205.408722980322
316881,264944,Road,DUKE ST W,BREITHAUPT ST,VICTORIA ST N,6/27/2022 4:00:00 AM,7/8/2022 4:00:00 AM,Utility Work,Lane Reduced,Completed,test pits for utility investigation 2-3 days of work,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,128.609852621654
316882,264952,Road,LAWRENCE AVE,VICTORIA ST S,HIGHLAND RD W,6/28/2022 4:00:00 AM,6/28/2022 4:00:00 AM,Sewer Work,Closed,Completed,1 day closure - access open only to Tim's via Highland Rd end only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,543.949933949831
316883,265138,Road,GZOWSKI LANE,AHRENS ST W,AHRENS ST W,6/16/2022 4:00:00 AM,6/21/2022 4:00:00 AM,Other,Closed,Completed,Private work foundation waterproofing at 100 Ahrens St W,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,192.371123449944
316885,265149,Sidewalk,QUEEN ST S,HALLS LANE W,CHARLES ST W,6/20/2022 4:00:00 AM,6/20/2022 4:00:00 AM,Other,Closed,Completed,WINDOW WORK AT THE WORKING CENTER WEST SIDEWALK CLOSED,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,0.216303906079123
317201,265613,Road,KRUG ST,RIVER RD E,SHERWOOD AVE,6/20/2022 4:00:00 AM,6/21/2022 4:00:00 AM,Sewer Work,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,299.9589842258
317203,265710,Road,COLLEGE ST,WEBER ST W,DUKE ST W,6/20/2022 4:00:00 AM,7/8/2022 4:00:00 AM,Utility Work,Lane Reduced,Completed,Gas works for NPL traffic maintained,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,152.525332431651
317204,265719,Road,KING ST W,WATER ST N,YOUNG ST,6/20/2022 4:00:00 AM,6/21/2022 4:00:00 AM,Utility Work,Closed,Completed,2 DAY KING ST W EASTBOUND CLOSURE ONLY,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,183.812446517616
317521,265904,Road,KING ST W,ONTARIO ST N,QUEEN ST N,6/21/2022 4:00:00 AM,6/21/2022 4:00:00 AM,Special Event,Closed,Completed,closure 5:00 am to 7:00 a.m.,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,99.0830703831806
317841,265984,Road,ST LEGER ST,VICTORIA ST N,BREITHAUPT ST,7/9/2022 4:00:00 AM,7/10/2022 4:00:00 AM,Utility Work,Closed,Completed,closed for trail crossing rehabilitation,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,126.206684545579
318161,266065,Road,BURBANK RD,DEERFIELD AVE,LYNDHURST DR,6/29/2022 4:00:00 AM,6/29/2022 4:00:00 AM,Storm work,Closed,Completed,1 day closure local traffic only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,232.343582132896
318163,266073,Road,RIVER BIRCH CRT,RIVER BIRCH ST,END,6/27/2022 4:00:00 AM,6/28/2022 4:00:00 AM,Sewer Work,Closed,Completed,2 day closure local access maintained,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,47.3226166044099
318164,266487,Road,JUBILEE DR,VICTORIA ST N,QUEEN ST S,6/25/2022 4:00:00 AM,6/26/2022 4:00:00 AM,Special Event,Closed,Completed,Park St/Jubilee Dr/Courtland Ave closed and alll adjacent streets into Victoria Park 8 a.m. June 25 reopen 8 pm June 26 2022,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,857.595078920655
318165,266495,Road,MILL ST,SPADINA RD E,QUEEN ST S,6/27/2022 4:00:00 AM,6/27/2022 4:00:00 AM,Other,Closed,Completed,pedestrian island road painting infrared installation,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,675.143396320571
318166,266504,Road,KING ST W,WATER ST N,ONTARIO ST N,7/1/2022 4:00:00 AM,7/2/2022 4:00:00 AM,Special Event,Closed,Completed,Canada Day closure 6 am July 1 reopen 7 am July 2,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,352.829790727141
318167,266513,Road,YOUNG ST,DUKE ST W,KING ST W,7/1/2022 4:00:00 AM,7/2/2022 4:00:00 AM,Special Event,Closed,Completed,Canada Day closure 6 am July 1 to 7 am July 2,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,121.810938171125
318481,266636,Road,HOFFMAN ST,OTTAWA ST S,END,6/28/2022 4:00:00 AM,7/29/2022 4:00:00 AM,Road Repair,Closed,Completed,deficiency surface repairs,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Licinio Costa PM - 741-2200 x7132,N,,204.747108591302
318801,266866,Road,KINGSWOOD DR,ALPINE RD,BLOCK LINE RD,7/4/2022 4:00:00 AM,7/8/2022 4:00:00 AM,Road Resurfacing,Lane Reduced,Completed,speed hump reinstallations,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,697.837796211239
318802,266883,Road,QUEEN ST N,GOUDIES LANE,DUKE ST E,6/29/2022 4:00:00 AM,6/29/2022 4:00:00 AM,Sewer Work,Closed,Completed,1 day closure - Lot 2 access Queen St open via King St end,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Licinio Costa PM 519-741-2200 x7132,N,,59.9365086213276
319122,267024,Road,SCOTT ST,DUKE ST E,KING ST E,7/4/2022 4:00:00 AM,7/8/2022 4:00:00 AM,Utility Work,Closed,Completed,"lane closure, two way traffic maintained",,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,129.510565346042
319123,267033,Road,DUKE ST E,SCOTT ST,CEDAR ST N,6/29/2022 4:00:00 AM,7/7/2022 4:00:00 AM,Utility Work,Closed,Completed,"lane closure, two way traffic maintained",,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,246.412965905817
319124,267044,Road,SCOTT ST,DUKE ST E,WEBER ST E,6/28/2022 4:00:00 AM,7/5/2022 4:00:00 AM,Utility Work,Closed,Completed,"lane closure, two way traffic maintained",,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,95.8679299569283
319125,267052,Road,FIFTH AVE,KINGSWAY DR,CONNAUGHT ST,7/4/2022 4:00:00 AM,7/8/2022 4:00:00 AM,Site Servicing,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,386.17913275378
319441,146834,Road,GREENGABLE WAY,WESTFOREST TRAIL,GREENGABLE CRT,7/2/2022 12:08:34 PM,7/3/2022 12:08:34 PM,Watermain Break,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,,400.46583054659
319442,267164,Road,WANDSWORTH PL,CHELSEA RD,END,7/20/2022 4:00:00 AM,7/20/2022 4:00:00 AM,Storm work,Closed,Completed,1 day closure work at #60 local access maintained,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,176.181345207791
319443,267172,Road,NINE PINES RD,OTTAWA ST S,WILLIAMSBURG RD,7/6/2022 4:00:00 AM,7/6/2022 4:00:00 AM,Sewer Work,Closed,Completed,1 day closure work at #79 local access maintained,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,333.645201140451
319445,267181,Road,NINTH AVE,GREENFIELD AVE,CONNAUGHT ST,7/7/2022 4:00:00 AM,7/7/2022 4:00:00 AM,Sewer Work,Closed,Completed,1 day closure work at #202 local access maintained,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,249.102321051875
319446,267191,Road,KING ST W,FRANCIS ST N,BENTON ST,7/8/2022 4:00:00 AM,7/8/2022 4:00:00 AM,Special Event,Closed,Completed,Special Event road closure 3 pm to 11 pm only Queen St crossstreet maintained,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Shane Kinsella 519-741-2200 x7308,Y,,745.860852682096
